	User	Location	Tweet	Date/Time of Tweet
926	naveraa_x	United Kingdom	RT @nadinebh_: For me to drive from London to Manchester and back it’ll cost me about £25-30 in petrol - to get a train it’s about £70/80 a…	2020-03-02 03:26:03
927	jasmine_annng		"RT @BernieSanders: Our message to young people:

If you can't afford to go to college or are deeply in debt, join us.

If you're worried ab…"	2020-03-02 03:26:03
928	SjolundKevin		RT @kayrosef: @thehill @TulsiGabbard Foreign policy is domestic policy. We don’t pay for healthcare, fight climate change, or pay our teach…	2020-03-02 03:26:02
929	zakki_as7		RT @nadinebh_: For me to drive from London to Manchester and back it’ll cost me about £25-30 in petrol - to get a train it’s about £70/80 a…	2020-03-02 03:25:57
930	onahunttoday	USA	"RT @DogginTrump: I'd like to add to my list

Pete Buttigieg For Secretary of Defense

Tom Steyer: Council on Climate Change Director

All i…"	2020-03-02 03:25:56
931	yehyuqi		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:25:55
932	awri125		@NastyRezurekD @ElizabethEThorp @SenSanders again , what does that have to do with point? you keep diverting. they… https://t.co/ObIYEThAv6	2020-03-02 03:25:53
933	BrandyPaulet	New Jersey, USA	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:25:53
934	kursat35d		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:25:53
935	apachendeh	Oregon, USA	"RT @PaulEDawson: To those who say it's not possible...

“In the 1960s and 70s, Costa Rica had the highest per capita deforestation rate in…"	2020-03-02 03:25:52
936	joschennell	Zug, Switzerland	RT @BillGates: People all over the world are already being affected by a warmer world. What should the plan to address climate change look…	2020-03-02 03:25:52
937	aishlingmara	Bad Wildbad, Deutschland	"RT @BernieSanders: Our message to young people:

If you can't afford to go to college or are deeply in debt, join us.

If you're worried ab…"	2020-03-02 03:25:50
938	babybckwood		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:25:49
939	shesmyvaIentine	atl hoe	@chase_lawrence with this climate change, yes	2020-03-02 03:25:49
940	nodbear	United Kingdom	RT @BBCNews: Hundreds call for organisers of Greta Thunberg climate change rally to pay for damage caused to green space https://t.co/0mAlY…	2020-03-02 03:25:45
941	YesIAmNoAmNot	Area 51	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:25:43
942	axfor13	Viana do Castelo, Portugal	"RT @jxeker: congratulations to everyone that completed the second month of 2020, in total you’ve survived:

- world war III threats
- a wor…"	2020-03-02 03:25:42
943	horiZon0828	Nagoya🇯🇵→Ireland🇮🇪	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:25:41
944	DroGotti__		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:25:41
945	womanonthebeech		RT @jgoffshore: The River Severn has always flooded, this isn’t global warming and it isn’t climate change. It’s just the weather and lack…	2020-03-02 03:25:40
946	loveejamiiee		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:25:34
947	cryianbrian	San Marcos, TX	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:25:33
948	camashta	Austin, TX	Marketing News!Major new airport runway nixed because of the warming planet https://t.co/3WSKSJC4Xj @camashta https://t.co/C3KIJTjsBR	2020-03-02 03:25:32
949	Acoopa0724	Alabama, USA	@WalshFreedom Yep agree with you 100%. Really don’t want Bernie (like his stance on climate change though) but Trump must go.	2020-03-02 03:25:31
950	gothbeeandie	England, United Kingdom	RT @nadinebh_: For me to drive from London to Manchester and back it’ll cost me about £25-30 in petrol - to get a train it’s about £70/80 a…	2020-03-02 03:25:30
951	ca_godwin	Oregon, USA	"RT @RealCandaceO: Weeks ago, we were all going to die from World War 3 because Trump killed Soleimani. 

—which was scheduled to take place…"	2020-03-02 03:25:28
952	YoThatsBebe	Florida, USA	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:25:27
953	MRios5		"RT @PaulEDawson: To those who say it's not possible...

“In the 1960s and 70s, Costa Rica had the highest per capita deforestation rate in…"	2020-03-02 03:25:27
954	myk_l33	NY	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:25:24
955	JamboreeJams	Fly Over	@JayInslee @VP Climate Change is phony. Carbon cannot drive warming. It's been debunked you flop. The SUN drives warming. Derp.	2020-03-02 03:25:24
956	TheAfterKiki		@ReignOfApril He is out campaigning so he can get elected and pass Medicare 4 All, which would hugely benefit peopl… https://t.co/Swn5YtBSHq	2020-03-02 03:25:23
957	JenniferAishath		RT @caron_rohsler: Not just any job... a chance to help the UK as @COP26 hosts &amp; #Maldives as one of the most climate-vulnerable countries…	2020-03-02 03:25:21
958	svickram	Around	"Finally - my first podcast - on pollution / climate change and how investments/innovation can solve this

big thank… https://t.co/TA3LZAa5Gm"	2020-03-02 03:25:21
959	Macsmart31		"RT @MikeBloomberg: No other Democrat has created more than 450,000 jobs.

No other Democrat has my record of standing up to the gun lobby.…"	2020-03-02 03:25:20
960	SPEYERJON	England. While it still is	"RT @nigella_i5e: ⁦@SkyNews⁩ @lbc @bbcnews ⁦@talkRADIO⁩ ⁦@Iromg⁩
At last! Let’s see this reach the news

German teen known as the 'anti-Gret…"	2020-03-02 03:25:20
961	amberaesthetic1		"RT @jxeker: congratulations to everyone that completed the second month of 2020, in total you’ve survived:

- world war III threats
- a wor…"	2020-03-02 03:25:18
962	Christyy_x33		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:25:18
963	lonely_as_topaz		"RT @jxeker: congratulations to everyone that completed the second month of 2020, in total you’ve survived:

- world war III threats
- a wor…"	2020-03-02 03:25:17
964	par3t0wl		@DaddyWarpig don't you dare challenge their faith on climate change.	2020-03-02 03:25:17
965	ChicagoWCW	Chicago, IL	@johncusack @skavar9312 @iamamadrunner Sorry, we face a fascist in the WH who is destroying science, civil rights,… https://t.co/zhgWERxYxX	2020-03-02 03:25:16
966	ispeakout8	Los Angeles CA	@RepAOC https://t.co/Q9BWO6Lzfm Scotland’s effort to SAVE THE PLANET saw 14 million trees felled. These climate cha… https://t.co/5sfLBlz8fy	2020-03-02 03:25:16
967	benibabes07	Manchester, England	RT @nadinebh_: For me to drive from London to Manchester and back it’ll cost me about £25-30 in petrol - to get a train it’s about £70/80 a…	2020-03-02 03:25:16
968	endless__trash	kwa	RT @nmgrm: the twins of pandemic risk and climate change both bend towards de-globalization, a solution antithetical to elites everywhere	2020-03-02 03:25:16
969	BEYOND_INFINITY	CODA	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:25:15
970	TraciVoice		"RT @sidney_chest: THE USA....

NO CARBON TAX...

AND NO CLIMATE CHANGE ISSUES 

CANADA,LOL

BEING SOLD A CORRUPT BILL OF GOIDS BY A WEAK CO…"	2020-03-02 03:25:14
971	TatianaPalma_	Los Angeles, CA	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:25:14
972	PCribbett		RT @mikejanda: Very comprehensive piece by @NassimKhadem looking at the economic and wider costs of the #AustralianBushfiresDisaster #Austr…	2020-03-02 03:25:13
973	BrieeHenderson		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:25:12
974	MaritsaPratama	Semarang, Jawa Tengah	"RT @jxeker: congratulations to everyone that completed the second month of 2020, in total you’ve survived:

- world war III threats
- a wor…"	2020-03-02 03:25:09
975	AnisZulaikhaaaa	Malaysia ☺ 	RT @BillGates: People all over the world are already being affected by a warmer world. What should the plan to address climate change look…	2020-03-02 03:25:08
976	_rscott14		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:25:08
977	DevinAmirCole	Los Angeles, CA	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:25:08
978	IAmPat61204643	Central Alberta	RT @NeedDemocracy: @BillTufts I can’t select all but climate change. Climate change is government propaganda. They have created enemies: cl…	2020-03-02 03:25:07
979	Paulinahdezr		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:25:05
980	ImmoralReport		"RT @nabsterishi2: @thomaschattwill And climate change...
#LiberalismIsAMentalDisorder https://t.co/MsnyK796ZI"	2020-03-02 03:25:04
981	FunnygirlLee		"RT @MikeBloomberg: Trump’s wall won’t solve the real challenges Texans face:
- Making health care more affordable
- Ending senseless gun vi…"	2020-03-02 03:25:02
982	SullJack48	South Australia, Australia	"RT @Electroversenet: Nov 2019

FORMER IPCC SCIENTIST ATTACKS NEW #CLIMATECHANGE REPORT

Dr Khadekar lambasted the IPCC report for its total…"	2020-03-02 03:25:02
983	smell3roses		RT @AndersonBooz: @jkenney Investor confidence went out the window when you summarily decided to cancel contracts. When you chose to ignore…	2020-03-02 03:24:58
984	FeistyLibLady		"RT @idew2: Attention Texas CD12! 

Dr Welch will address climate change and bring concerns of her constituents to the House. 

Vote Dr Lisa…"	2020-03-02 03:24:54
985	MamaGhoulette	New Zealand	Because nothing represents climate change better than a fashion show lmao https://t.co/8bMMA7w0HX	2020-03-02 03:24:54
986	ElliotStormy1		RT @OurRevolution: “The wealthy have a clear incentive to make minor tweaks to the existing system instead of overhauling it to create a tr…	2020-03-02 03:24:53
987	ailenc23_		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:24:51
988	projectpeace	Ashland, Oregon	@EricHolthaus This is a biogenic remedy that hasn’t been considered, yet...https://t.co/prYLkt97tg	2020-03-02 03:24:51
989	JustAwesomeQ	ÜT: -25.61175,28.01904	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:24:50
990	Ya_Girl_Anaaa		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:24:42
991	PrinceGeorgeK	Chennai, India	More Americans see climate change as a priority, but Democrats are much more concerned than Republicans… https://t.co/kVVW8axIA8	2020-03-02 03:24:40
992	LauraPapaz		RT @350: Australia's summers have become twice as long as its winters thanks to climate change. https://t.co/NssRlDYpZk	2020-03-02 03:24:39
993	JJPatriot	Florida, USA.	"RT @RealCandaceO: Weeks ago, we were all going to die from World War 3 because Trump killed Soleimani. 

—which was scheduled to take place…"	2020-03-02 03:24:38
994	BradleyNaranch		RT @savetheredwoods: “Voters understand that our redwood forests are not only vital to our identity as Californians but also important alli…	2020-03-02 03:24:38
995	AsTimeGoesBy0	Australia #ClimateEmergency 	"RT @foe_us: ""Over the past three years — that is, in the years after the world came together in Paris to try to slow climate change — JPMor…"	2020-03-02 03:24:37
996	FairyCondo	Stafford Hamlet	@TomSteyer Thank you for your passion for facing climate change. Good run - best wishes	2020-03-02 03:24:35
997	sandeepkc0073		Dinosaurs couldn’t have caused climate change Iike humans have and still went extinct. Maybe a virus (or some biolo… https://t.co/IT15H3B95G	2020-03-02 03:24:33
